NWSID,NOSID,Name,State,ETSS Lon,ETSS Lat,ETSS proximity,ETSS URL,ESTOFS Lon,ETSOFS Lat,ESTOFS proximity,ESTOFS URL,COOPS Lon,COOPS Lat,ETSS HAT-ft,ETSS MHHW-ft,ETSS MSL-ft,ETSS MLLW-ft,Minor MLLW ft,Moderate MLLW ft,Major MLLW ft,MHHW m,MLLW m,MHHW MLLW ft,Minor MHHW ft,Moderate MHHW ft,Major MHHW ft
CHAV3,9751639,Charlotte-Amalie-VI,VI,-64.92,18.335,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9751639&datum=MLLW&show=1-1-0-1-1,-64.9271,18.3315,0.007585,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9751639.png,-64.92,18.335,6.45,6.04,5.63,5.25,,,,1.841,1.601,0.79,,,
BEPB6,2695540,Bermuda-St.-Georges-Island-BERMUDA,,-64.7033,32.3733,4.36E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=2695540&datum=MLLW&show=1-1-0-1-1,,,,,-64.7033,32.3733,7.21,6.2,4.7,3.38,,,,1.891,1.029,2.83,,,
ZZZZZ,9414131,Pillar-Point-Harbor-CA,CA,-122.4817,37.5017,4.25E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9414131&datum=MLLW&show=1-1-0-1-1,,,,,-122.4817,37.5017,7.32,5.64,3.03,0.04, , , , , , , , , 
PSLC1,9412110,Port-San-Luis-CA,CA,-120.76,35.1767,0.0099849,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9412110&datum=MLLW&show=1-1-0-1-1,-120.76,35.1767,0.0099849,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9412110.png,-120.7533,35.1683,11.35,9.58,7.05,4.25,7,8,,2.919,1.296,5.32,1.7,2.7,
ZZZZZ,9415218,Mare-Is-Naval-Shipyard-CA,CA,-122.25,38.07,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9415218&datum=MLLW&show=1-1-0-1-1,,,,,-122.25,38.07,25,8.59,5.91,2.85, , , , , , , , , 
NTBC1,9411340,Santa-Barbara-CA,CA,-119.685,34.4083,0.0084817,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9411340&datum=MLLW&show=1-1-0-1-1,-119.685,34.4083,0.0084817,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9411340.png,-119.6933,34.4033,10.36,8.56,5.95,3.16,7,8,,2.609,0.964,5.4,1.6,2.6,
FTPC1,9414290,San-Francisco-CA,CA,-122.465,37.8067,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9414290&datum=MLLW&show=1-1-0-1-1,-122.465,37.8067,3.33E-05,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9414290.png,-122.465,37.8067,13.24,11.82,9.1,5.98,,,3.602,1.822,5.84,1.2,,,
MZXC1,9415102,Martinez-amorco-Pier-CA,CA,-122.125,38.0333,0.0017,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9415102&datum=MLLW&show=1-1-0-1-1,-122.125,38.0333,0.001667,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9415102.png,-122.125,38.035,41.54,40.46,37.96,35.1,,,12.332,10.698,5.36,,,,
ANVC1,9416841,Arena-Cove-CA,CA,-123.7083,38.9133,0.0031228,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9416841&datum=MLLW&show=1-1-0-1-1,-123.708,38.9133,0.0033211,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9416841.png,-123.7117,38.915,36.59,34.81,32.08,28.94,,,10.609,8.822,5.86,2,,,
MTYC1,9413450,Monterey-CA,CA,-121.8867,36.605,0.0013112,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9413450&datum=MLLW&show=1-1-0-1-1,-121.888,36.605,0.00026759,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9413450.png,-121.8883,36.605,10.42,8.72,6.21,3.38,,,,2.657,1.031,5.33,,,
HBYC1,9418767,North-Spit-CA,CA,-124.2167,40.7667,4.18E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9418767&datum=MLLW&show=1-1-0-1-1,-124.217,40.7667,0.00025465,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9418767.png,-124.2167,40.7667,23.41,21.4,18.25,14.55,9.5,,6.524,4.434,6.86,1.9,2.6,,
ZZZZZ,9417426,Noyo-Harbor-CA,CA,-123.805,39.425,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9417426&datum=MLLW&show=1-1-0-1-1,,,,,-123.805,39.425,7.84,5.93,3.11,-0.17, , , , , , , , , 
PRYC1,9415020,Point-Reyes-CA,CA,-122.975,37.9967,0.0013138,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9415020&datum=MLLW&show=1-1-0-1-1,-122.9767,37.9961,0.00056728,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9415020.png,-122.9767,37.9967,11.41,9.72,7.06,3.96,,,2.964,1.206,5.77,,,,
RCMC1,9414863,Richmond-CA,CA,-122.4,37.9283,0.0093215,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9414863&datum=MLLW&show=1-1-0-1-1,-122.4,37.9283,0.0093215,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9414863.png,-122.41,37.9233,19.16,17.63,14.83,11.57,,,5.373,3.526,6.06,,,,
ZZZZZ,9414764,Oakland-Inner-Harbor-CA,CA,-122.2817,37.795,2.63E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9414764&datum=MLLW&show=1-1-0-1-1,,,,,-122.2817,37.795,12.25,10.79,7.74,4.42, , , , , , , , , 
CECC1,9419750,Crescent-City-CA,CA,-124.1833,41.745,0.0012684,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9419750&datum=MLLW&show=1-1-0-1-1,-124.183,41.745,0.0014922,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9419750.png,-124.185,41.745,12.56,10.56,7.39,3.69,,,3.219,1.124,6.87,2,,,
OHBC1,9410660,Los-Angeles-CA,CA,-118.2717,33.72,0.0013585,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9410660&datum=MLLW&show=1-1-0-1-1,-118.272,33.72,0.001109,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9410660.png,-118.2733,33.72,11.17,9.32,6.65,3.83,7,8,,2.84,1.167,5.49,1.5,2.5,
HRVC1,9411406,Oil-Platform-Harvest-CA,CA,-120.6717,34.4683,0.008217,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9411406&datum=MLLW&show=1-1-0-1-1,-120.673,34.4683,0.0071452,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9411406.png,-120.6817,34.4683,51.98,50.07,47.55,44.83,7,8,,15.262,13.664,5.24,1.8,2.8,
AAMC1,9414750,Alameda-CA,CA,-122.2983,37.7717,0.0013442,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9414750&datum=MLLW&show=1-1-0-1-1,-122.2983,37.7717,0.0013442,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9414750.png,-122.3,37.7717,11.31,9.93,6.78,3.33,,,3.027,1.016,6.6,,,,
RTYC1,9414523,Redwood-City-CA,CA,-122.21,37.5067,0.0013226,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9414523&datum=MLLW&show=1-1-0-1-1,-122.21,37.5067,0.0013226,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9414523.png,-122.2117,37.5067,16.38,14.93,11.13,6.73,,,4.551,2.05,8.21,,,,
ZZZZZ,9414509,Dumbarton-Bridge-San-Fansisco-Bay-CA,CA,-122.115,37.505,0.0016667,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9414509&datum=MLLW&show=1-1-0-1-1,,,,,-122.115,37.5067,25,20.38,16.53,12.01, , , , , , , , , 
RYAC1,9414575,Coyote-Creek-CA,CA,-122.0217,37.465,0.0012964,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9414575&datum=MLLW&show=1-1-0-1-1,-122.023,37.465,0.00026458,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9414575.png,-122.0233,37.465,11.36,8.64,4.55,-0.37,,,2.632,-0.112,9,,,,
SDBC1,9410170,San-Diego-CA,CA,-117.1733,32.7133,4.36E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9410170&datum=MLLW&show=1-1-0-1-1,-117.1736,32.7142,0.00089524,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9410170.png,-117.1733,32.7133,11.51,9.51,6.73,3.79,7.5,,,2.9,1.155,5.72,1.8,,
LJAC1,9410230,La-Jolla-CA,CA,-117.2567,32.8667,4.35E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9410230&datum=MLLW&show=1-1-0-1-1,-117.258,32.8667,0.0011204,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9410230.png,-117.2567,32.8667,11.51,9.69,7.1,4.37,7,,,2.955,1.331,5.33,1.7,,
PCOC1,9415144,Port-Chicago-CA,CA,-122.0383,38.0567,0.0021638,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9415144&datum=MLLW&show=1-1-0-1-1,-122.0395,38.056,0.0010747,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9415144.png,-122.04,38.055,10.15,8.9,6.55,3.99,,,2.713,1.215,4.91,,,,
ICAC1,9410840,Santa-Monica-CA,CA,-118.5,34.0083,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9410840&datum=MLLW&show=1-1-0-1-1,-118.5,34.0083,3.33E-05,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9410840.png,-118.5,34.0083,9.71,7.87,5.23,2.44,7,8,,2.398,0.745,5.42,1.6,2.6,
ASTO3,9439040,Astoria-OR,OR,-123.7667,46.2083,0.0019863,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9439040&datum=MLLW&show=1-1-0-1-1,-123.7683,46.2073,0.00063375,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9439040.png,-123.7683,46.2067,12.81,10.84,6.74,2.23,14.5,,3.305,0.681,8.61,3.4,5.9,,
TLBO3,9437540,Garibaldi-OR,OR,-123.9183,45.5533,0.0017002,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9437540&datum=MLLW&show=1-1-0-1-1,-123.9189,45.5545,0.00063832,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9437540.png,-123.9183,45.555,13.93,12.3,8.48,3.99,,,,3.749,1.216,8.31,,,
SBEO3,9435380,South-Beach-Yaquina-R.-OR,OR,-124.0433,44.625,0.0012099,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9435380&datum=MLLW&show=1-1-0-1-1,-124.043,44.625,0.0014234,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9435380.png,-124.045,44.625,15.16,12.91,9.02,4.57,12,14.5,,3.935,1.392,8.34,3.7,6.2,
WAUO3,9439099,Wauna-OR,OR,-123.405,46.16,0.0028475,,,,,,-123.4083,46.1617,10.36,7.99,4.4,1,10.9,,11.9,2.436,0.305,6.99,3.9,,4.9
SHNO3,9439201,St-Helens-OR,OR,-122.7967,45.865,0.0016668,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9439201&datum=MLLW&show=1-1-0-1-1,,,,,-122.7967,45.8633,8.11,5.29,3.54,2.05,13.5,16,19,1.611,0.626,3.23,10.2,12.7,15.7
CHAO3,9432780,Charleston-OR,OR,-124.3217,43.345,2.42E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9432780&datum=MLLW&show=1-1-0-1-1,-124.322,43.345,0.00024241,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9432780.png,-124.3217,43.345,13.5,11.38,7.84,3.76,,,,3.469,1.146,7.62,,,
PORO3,9431647,Port-Orford-OR,OR,-124.4967,42.74,0.0020535,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9431647&datum=MLLW&show=1-1-0-1-1,-124.4983,42.739,0.00066712,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9431647.png,-124.4983,42.7383,32.45,30.33,26.98,23.05,,,,9.246,7.025,7.29,,,
FRDW1,9449880,Friday-Harbor-WA,WA,-123.01,48.5467,0.0027856,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9449880&datum=MLLW&show=1-1-0-1-1,-123.01,48.5467,0.0027856,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9449880.png,-123.0133,48.545,13.57,11.61,8.4,3.85,,,,3.538,1.174,7.75,,,
VAPW1,9440083,Vancouver-WA,WA,-122.6967,45.6317,4.07E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9440083&datum=MLLW&show=1-1-0-1-1,,,,,-122.6967,45.6317,7.7,4.97,3.13,1.78,14.1,18.1,23.1,1.516,0.544,3.19,10.9,14.9,19.9
CPTW1,9440581,Cape-Disappointment-WA,WA,-124.0463,46.281,0.0010641,,,,,,-124.0467,46.28,62.67,60.33,56.62,52.57,,,,18.389,16.025,7.76,,,
TOKW1,9440910,Toke-Point-WA,WA,-123.965,46.7083,0.0011433,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9440910&datum=MLLW&show=1-1-0-1-1,-123.9669,46.7075,0.00084855,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9440910.png,-123.9667,46.7083,15.96,13.44,9.3,4.52,11,14.5,,4.097,1.378,8.92,2.1,5.6,
WPTW1,9441102,Westport-WA,WA,-124.105,46.9033,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9441102&datum=MLLW&show=1-1-0-1-1,-124.1051,46.9043,0.00096908,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9441102.png,-124.105,46.9033,14.34,12.14,7.87,3,11.5,,,3.684,0.895,9.15,2.3,,
NEAW1,9443090,Neah-Bay-WA,WA,-124.6167,48.3683,0.010131,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9443090&datum=MLLW&show=1-1-0-1-1,-124.6117,48.3667,0.0074377,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9443090.png,-124.6017,48.37,12.59,9.96,6.32,2,,,,3.035,0.61,7.96,,,
EBSW1,9447130,Seattle-WA,WA,-122.3383,47.605,0.0033334,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9447130&datum=MLLW&show=1-1-0-1-1,-122.3393,47.6026,0.0011384,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9447130.png,-122.3383,47.6017,21.2,19.3,14.58,7.94,13.5,,,5.882,2.419,11.36,2.1,,
SKAW1,9440569,Skamokawa-WA,WA,-123.4517,46.2667,0.0047621,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9440569&datum=MLLW&show=1-1-0-1-1,-123.452,46.2667,0.0046149,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9440569.png,-123.4567,46.27,10.16,7.97,4.21,0.48,,,2.43,0.146,7.49,,,,
PTAW1,9444090,Port-Angeles-WA,WA,-123.44,48.125,0.0011125,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9444090&datum=MLLW&show=1-1-0-1-1,-123.44,48.125,0.0011125,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9444090.png,-123.4417,48.125,39.38,37.38,34.56,30.31,,,,11.393,9.24,7.06,,,
CHYW1,9449424,Cherry-Point-WA,WA,-122.7583,48.8633,3.99E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9449424&datum=MLLW&show=1-1-0-1-1,-122.758,48.8633,0.0002218,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9449424.png,-122.7583,48.8633,17.3,15.49,11.62,6.34,,,,4.721,1.933,9.15,,,
LOPW1,9440422,Longview-WA,WA,-122.9533,46.105,0.0016668,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9440422&datum=MLLW&show=1-1-0-1-1,,,,,-122.9533,46.1067,10.06,7.08,4.58,2.53,11.2,12.7,15.7,2.159,0.771,4.55,6.7,8.2,11.2
TCNW1,9446484,Tacoma-WA,WA,-122.4133,47.2667,0.0033001,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9446484&datum=MLLW&show=1-1-0-1-1,-122.4133,47.2667,0.0033001,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9446484.png,-122.4133,47.27,14.4,12.39,7.46,0.62,,,,3.778,0.182,11.8,,,
PTWW1,9444900,Port-Townsend-WA,WA,-122.75,48.1117,0.0068736,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9444900&datum=MLLW&show=1-1-0-1-1,-122.758,48.1117,0.0021097,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9444900.png,-122.76,48.1133,13.35,11.88,8.35,3.36,11.5,,,3.621,1.025,8.52,3,,
LAPW1,9442396,La-Push-WA,WA,-124.6367,47.9133,4.01E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9442396&datum=MLLW&show=1-1-0-1-1,-124.637,47.9133,0.00022589,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9442396.png,-124.6367,47.9133,15.74,13.73,9.79,5.28,,,,4.185,1.609,8.45,,,
ZZZZZ,9446705,Yoman-Point-Anderson-Island-WA,WA,-122.675,47.18,0,,,,,,-122.675,47.18,16.45,14.62,8.85,1.14, , , , , , , , , 
ZZZZZ,9440572,Jetty-A-Columbia-River-WA,WA,-124.072,46.2733,0.024924,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9440572&datum=MLLW&show=1-1-0-1-1,,,,,-124.0367,46.2683, ,12.6,8.69,5.54, , , , , , , , , 
ZZZZZ,9449932,Armitage-Island-WA,WA,-122.797,48.535,0.00022072,,,,,,-122.7967,48.535,13.47,11.89,8.71,4.05, , , , , , , , , 
ZZZZZ,9449711,Rosario-WA,WA,-122.87,48.6467,,,,,,,,, , , , , , , , , , , , , 
ZZZZZ,9448682,Swinomish-WA,WA,-122.513,48.4583,0.00022355,,,,,,-122.5133,48.4583,35.54,33.61,29.92,24.88, , , , , , , , , 
ZZZZZ,9449988,Telegraph-Bay-WA,WA,-122.805,48.4433,3.33E-05,,,,,,-122.805,48.4433,7.61,6.18,3.68,-0.03, , , , , , , , , 
ZZZZZ,9449856,Kanaka-Bay-San-Juan-Island-WA,WA,-123.083,48.485,0.00022094,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9449856&datum=MLLW&show=1-1-0-1-1,,,,,-123.0833,48.485,28.19,26.56,23.62,19.23, , , , , , , , , 
ZZZZZ,9449746,Waldron-Island-WA,WA,-123.037,48.6867,0.00022257,,,,,,-123.0367,48.6867,28.72,27.43,24.61,20.41, , , , , , , , , 
ZZZZZ,9447883,Green-Bank-WA,WA,-122.57,48.105,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9447883&datum=MLLW&show=1-1-0-1-1,,,,,-122.57,48.105,26.14,23.69,18.95,12.34, , , , , , , , , 
ZZZZZ,9449639,Point-Roberts-WA,WA,-123.083,48.975,0.0002188,,,,,,-123.0833,48.975,28.37,26.27,22.3,16.48, , , , , , , , , 
ZZZZZ,9441644,Tahola-WA,WA,-124.285,47.3483,3.33E-05,,,,,,-124.285,47.3483, , , , , , , , , , , , , 
ZZZZZ,9449911,Upright-Head-WA,WA,-122.885,48.5717,3.33E-06,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9449911&datum=MLLW&show=1-1-0-1-1,,,,,-122.885,48.5717,29.93,28.02,24.8,20.18, , , , , , , , , 
ZZZZZ,9446291,Wauna-WA,WA,-122.633,47.3783,0.00022574,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9446291&datum=MLLW&show=1-1-0-1-1,,,,,-122.6333,47.3783,24.26,21.7,15.83,8.19, , , , , , , , , 
RDDA2,9491094,Red-Dog-Dock-AK,AK,-164.1502,67.5628,0.03532,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9491094&datum=MLLW&show=1-1-0-1-1,,,,,-164.0633,67.575,6.25,6.08,5.64,5.2,,,1.853,1.584,0.88,,,,
KECA2,9450460,Ketchikan-AK,AK,-131.625,55.3333,0.0018885,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9450460&datum=MLLW&show=1-1-0-1-1,-131.6262,55.3318,0.00029706,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9450460.png,-131.6267,55.3317,25.91,21.64,14.26,6.19,21,22,22.5,6.595,1.887,15.45,5.6,6.6,7.1
ZZZZZ,9468132,St.-Michael-Norton-Sound-AK,AK,-162.0389,63.4761,0.0055728,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9468132&datum=MLLW&show=1-1-0-1-1,,,,,-162.0267,63.475,5.71,3.9,1.95, , , , , , , , , , 
ZZZZZ,9465261,Clarks-Point-Nushagak-Bay-AK,AK,-158.5516,58.8483,4.80E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9465261&datum=MLLW&show=1-1-0-1-1,,,,,-158.5517,58.8483,24.12,20.7,10.35, , , , , , , , , , 
VCVA2,9464212,Village-Cove-AK,AK,-170.285,57.125,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9464212&datum=MLLW&show=1-1-0-1-1,,,,,-170.285,57.125,5.35,4.56,3.22,1.26,,,,1.389,0.384,3.3,,,
OVIA2,9455500,Seldovia-AK,AK,-151.72,59.44,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9455500&datum=MLLW&show=1-1-0-1-1,-151.7199,59.4405,0.00050258,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9455500.png,-151.72,59.44,29.89,24.83,16.34,6.78,,,7.565,2.066,18.04,,,,
CRVA2,9454050,Cordova-AK,AK,-145.7533,60.5583,0.00083628,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9454050&datum=MLLW&show=1-1-0-1-1,-145.753,60.5583,0.00098364,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9454050.png,-145.755,60.5583,22.44,18.88,13.03,6.29,,,,5.754,1.916,12.59,,,
ATKA2,9461710,Atka-AK,AK,-174.1733,52.2317,0.0010009,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9461710&datum=MLLW&show=1-1-0-1-1,-174.173,52.2317,0.00081731,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9461710.png,-174.1717,52.2317,31.83,30.36,28.91,26.95,,,,9.25,8.219,3.38,,,
UNLA2,9462620,Unalaska-AK,AK,-166.4822,53.9463,0.07453,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9462620&datum=MLLW&show=1-1-0-1-1,-166.537,53.88,0.0017684,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9462620.png,-166.54,53.88,7.82,6.2,4.68,2.6,,,,1.89,0.792,3.6,,,
ALIA2,9457804,Alitak-AK,AK,-154.2467,56.8983,0.001861,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9457804&datum=MLLW&show=1-1-0-1-1,-154.247,56.8983,0.0017883,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9457804.png,-154.2483,56.8967,20.77,17.24,11.71,5.57,,,,5.255,1.699,11.67,,,
ZZZZZ,9490424,Kotzebue-AK,AK,-162.6,66.925,0.024416,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9490424&datum=MLLW&show=1-1-0-1-1,,,,,-162.5817,66.9017,6.44,6.16,5.86,5.5, , , , , , , , , 
PLXA2,9451054,Port-Alexander-AK,AK,-134.4466,56.4137,0.20051,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9451054&datum=MLLW&show=1-1-0-1-1,-134.647,56.2467,0.00018818,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9451054.png,-134.6467,56.2467,17.78,14.68,9.48,3.75,13.6,14.2,,4.473,1.144,10.92,2.7,3.3,
YATA2,9453220,Yakutat-AK,AK,-139.735,59.5483,0.00084534,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9453220&datum=MLLW&show=1-1-0-1-1,-139.7334,59.5485,0.00017006,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9453220.png,-139.7333,59.5483,14.26,11.27,6.49,1.19,14,14.5,15,3.506,0.436,10.07,3.9,4.4,4.9
KGCA2,9459881,King-Cove-AK,AK,-162.3267,55.0617,0.0017001,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9459881&datum=MLLW&show=1-1-0-1-1,-162.327,55.0617,0.0017107,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9459881.png,-162.3267,55.06,13.04,10.85,7.71,4.02,,,,3.306,1.224,6.83,,,
ADKA2,9461380,Adak-Island-AK,AK,-176.6317,51.8633,3.92E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9461380&datum=MLLW&show=1-1-0-1-1,-176.632,51.8633,0.00020853,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9461380.png,-176.6317,51.8633,8.55,6.67,5.09,2.96,,,,2.034,0.903,3.71,,,
NKTA2,9455760,Nikiski-AK,AK,-151.3983,60.6833,3.71E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9455760&datum=MLLW&show=1-1-0-1-1,-151.398,60.6833,0.00016658,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_pac/ts-9455760.png,-151.3983,60.6833,32.21,27.18,17.89,6.6,,,8.285,2.012,20.58,,,,
ZZZZZ,0000007,Cape-Romanzof-AK,AK,-166.0833,61.8166,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000007&datum=MLLW&show=1-1-0-1-1,,,,,,,8.01,6.52,3.26,0.03, , , , , , , , , 
ZZZZZ,0000006,Kwikluak-Pass-Yukon-River-AK,AK,-164.85,62.6166,,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=0000006&datum=MLLW&show=1-1-0-1-1,,,,,,,1.94,1.58,0.7, , , , , , , , , , 
